doc_id,e1_end_chr,e1_start_chr,e1_text,e2_end_chr,e2_start_chr,e2_text,sent_abs_offset,sent_id,sent_len,sent_pos,type,value
PMC3698515,130,126,FoxP3,152,148,T reg,787,727107,75,4,inducing_transcription_factor,-1
PMC2118339,47,43,FoxP3,92,88,T reg,0,113851,18,0,inducing_transcription_factor,-1
PMC6117360,186,182,Foxp3,53,50,Treg,17925,220377,31,111,inducing_transcription_factor,-1
PMC4926758,372,368,STAT1,534,523,regulatory T,12613,9615,100,57,inducing_transcription_factor,-1
PMC6368609,103,99,T-bet,180,178,Th1,22909,364679,59,156,inducing_transcription_factor,-1
PMC5593830,18,13,NFATc1,76,74,CTL,24186,706781,27,175,inducing_transcription_factor,1
PMC6214126,123,119,FOXP3,26,15,regulatory T,12166,352451,29,83,inducing_transcription_factor,-1
PMC3657121,168,164,GATA3,318,314,iTreg,11676,711846,62,58,inducing_transcription_factor,-1
PMC4676116,356,352,RUNX1,543,540,Th17,19669,597533,119,85,inducing_transcription_factor,-1
PMC3125210,577,573,Foxp3,1299,1288,Regulatory T,30925,338329,282,184,inducing_transcription_factor,-1
PMC4877478,221,217,STAT3,56,46,Cytotoxic T,18693,784708,52,109,inducing_transcription_factor,-1
PMC5493587,62,57,Helios,436,433,Treg,15354,660391,89,64,inducing_transcription_factor,-1
PMC5753154,111,107,STAT1,3,0,Th17,20413,407717,21,118,inducing_transcription_factor,-1
PMC5787561,62,59,Tcf7,23,20,iNKT,6643,382875,32,36,inducing_transcription_factor,1
PMC6104131,132,129,Bcl6,188,186,Tfh,34366,691471,35,197,inducing_transcription_factor,1
PMC5747964,196,192,Nr4a3,51,49,Trm,7170,183797,42,34,inducing_transcription_factor,-1
PMC6176214,127,123,T-bet,73,71,Th1,28289,403718,40,214,inducing_transcription_factor,1
PMC5423658,166,162,Foxp3,172,169,Treg,13332,201919,42,88,inducing_transcription_factor,-1
PMC3827898,13,8,Ikaros,56,47,thymocytes,41928,557510,33,224,inducing_transcription_factor,-1
PMC4557271,110,106,Gata3,161,159,Tfh,18297,570911,32,103,inducing_transcription_factor,-1
PMC4674549,109,105,T-bet,12,10,TEM,31472,761246,26,195,inducing_transcription_factor,1
PMC3376488,141,137,STAT5,77,68,thymocytes,27778,689725,30,186,inducing_transcription_factor,-1
PMC3827898,53,49,ThPOK,192,183,thymocytes,33188,557464,43,178,inducing_transcription_factor,-1
PMC3240133,164,160,STAT4,179,177,Th1,5148,738157,44,26,inducing_transcription_factor,1
PMC5839752,198,194,Sox17,242,238,T reg,39070,147404,43,314,inducing_transcription_factor,-1
PMC5126430,100,96,RORγt,249,245,Tregs,23005,397151,40,160,inducing_transcription_factor,-1
PMC4581081,174,170,Foxp3,15,11,Tregs,27923,322678,29,163,inducing_transcription_factor,-1
PMC4905468,104,100,BORIS,145,142,CTLs,19937,251379,48,168,inducing_transcription_factor,-1
PMC5807683,71,67,KLF10,179,175,Tregs,55525,559108,34,368,inducing_transcription_factor,-1
PMC6400287,9,6,RORγ,75,67,thymocyte,21418,518907,29,116,inducing_transcription_factor,-1
PMC6299086,172,168,SATB1,316,313,Treg,51798,320228,57,283,inducing_transcription_factor,1
PMC5747964,177,173,Runx3,114,112,Trm,9309,183809,35,46,inducing_transcription_factor,1
PMC5634439,28,24,Foxo1,135,133,Th9,41091,765247,23,340,inducing_transcription_factor,-1
PMC6400287,246,242,RORγt,273,270,TH17,30513,518957,51,166,inducing_transcription_factor,-1
PMC3514826,154,150,Foxp3,162,159,Treg,6690,343020,38,38,inducing_transcription_factor,-1
PMC5374155,75,71,FoxP3,115,112,Th17,61027,700398,29,330,inducing_transcription_factor,-1
PMC2867284,474,470,Gata3,94,92,Th1,8189,724921,115,43,inducing_transcription_factor,-1
PMC4042651,85,82,Bcl6,139,137,Th1,47425,777986,118,308,inducing_transcription_factor,-1
PMC5520377,85,81,Eomes,235,221,effector CD8+ T,53500,690376,55,287,inducing_transcription_factor,1
PMC5808336,207,203,Casz1,57,55,Th0,16783,701584,44,106,inducing_transcription_factor,-1
PMC3747991,39,35,T-bet,148,146,Th1,12501,705864,38,83,inducing_transcription_factor,-1
PMC5895643,30,26,Foxp3,37,33,Tregs,21722,759069,28,141,inducing_transcription_factor,-1
PMC2715092,150,146,T-bet,205,203,Th1,44344,752575,38,268,inducing_transcription_factor,1
PMC4364365,95,91,FoxP3,11,9,Tr1,52196,720524,21,355,inducing_transcription_factor,-1
PMC5836551,3,0,Mll4,151,147,iTreg,9249,186430,25,51,inducing_transcription_factor,-1
PMC2888221,40,36,FoxP3,85,74,regulatory T,15682,354011,15,100,inducing_transcription_factor,-1
PMC6032977,164,149,interferon-gamma,123,121,Th1,705,350358,43,6,secreted_cytokine,1
PMC6032977,164,149,interferon-gamma,123,121,Th1,705,350358,43,6,inducing_cytokine,-1
PMC4494209,201,198,IFNγ,805,789,cytotoxic T-cells,18938,701407,138,110,secreted_cytokine,-1
PMC4494209,201,198,IFNγ,805,789,cytotoxic T-cells,18938,701407,138,110,inducing_cytokine,-1
PMC5298956,97,94,IL-6,45,43,Th1,27476,709966,34,181,secreted_cytokine,-1
PMC5298956,97,94,IL-6,45,43,Th1,27476,709966,34,181,inducing_cytokine,-1
PMC5319992,204,201,TGFβ,333,323,cytotoxic T,37212,753192,65,202,secreted_cytokine,-1
PMC5319992,204,201,TGFβ,333,323,cytotoxic T,37212,753192,65,202,inducing_cytokine,-1
PMC4637025,132,129,IL-2,285,282,Treg,13233,602499,67,73,secreted_cytokine,-1
PMC4637025,132,129,IL-2,285,282,Treg,13233,602499,67,73,inducing_cytokine,-1
PMC4480440,15,12,IL-3,2,0,Th2,17299,629325,7,131,secreted_cytokine,-1
PMC4480440,15,12,IL-3,2,0,Th2,17299,629325,7,131,inducing_cytokine,-1
PMC5786557,61,57,TGF-β,148,145,Th17,26118,392843,27,147,inducing_cytokine,1
PMC5786557,61,57,TGF-β,148,145,Th17,26118,392843,27,147,secreted_cytokine,-1
PMC2612545,44,40,IL-13,113,111,Th2,1307,598510,19,8,secreted_cytokine,-1
PMC2612545,44,40,IL-13,113,111,Th2,1307,598510,19,8,inducing_cytokine,-1
PMC6167959,122,102,tumor necrosis factor,7,5,Th1,2271,777529,39,14,secreted_cytokine,1
PMC6167959,122,102,tumor necrosis factor,7,5,Th1,2271,777529,39,14,inducing_cytokine,-1
PMC6374440,42,38,TGF-β,126,124,Tfr,27812,711464,33,198,secreted_cytokine,-1
PMC6374440,42,38,TGF-β,126,124,Tfr,27812,711464,33,198,inducing_cytokine,-1
PMC4138111,250,245,IL-17A,158,156,Th1,21562,391654,53,187,secreted_cytokine,-1
PMC4138111,250,245,IL-17A,158,156,Th1,21562,391654,53,187,inducing_cytokine,-1
PMC5722853,55,50,GM-CSF,74,71,Th17,3828,387396,15,25,secreted_cytokine,1
PMC5722853,55,50,GM-CSF,74,71,Th17,3828,387396,15,25,inducing_cytokine,-1
PMC4785102,160,156,IL-13,90,85,iNKT17,29346,358878,31,181,secreted_cytokine,-1
PMC4785102,160,156,IL-13,90,85,iNKT17,29346,358878,31,181,inducing_cytokine,-1
PMC3488332,323,320,IL-6,206,203,Th17,295,514285,65,2,secreted_cytokine,-1
PMC3488332,323,320,IL-6,206,203,Th17,295,514285,65,2,inducing_cytokine,-1
PMC4243216,108,104,IL-13,180,178,Th2,16046,474204,38,82,secreted_cytokine,-1
PMC4243216,108,104,IL-13,180,178,Th2,16046,474204,38,82,inducing_cytokine,-1
PMC4980454,97,94,Ifng,62,59,Th17,6615,718941,48,45,secreted_cytokine,-1
PMC4980454,97,94,Ifng,62,59,Th17,6615,718941,48,45,inducing_cytokine,-1
PMC4405077,116,112,IL-23,128,125,Th17,11269,375338,41,75,secreted_cytokine,-1
PMC4405077,116,112,IL-23,128,125,Th17,11269,375338,41,75,inducing_cytokine,-1
PMC2193232,145,141,IL-12,195,193,Th2,31867,567111,41,173,secreted_cytokine,-1
PMC2193232,145,141,IL-12,195,193,Th2,31867,567111,41,173,inducing_cytokine,-1
PMC6174281,52,48,IL-10,26,24,Th1,7891,46692,44,40,secreted_cytokine,-1
PMC6174281,52,48,IL-10,26,24,Th1,7891,46692,44,40,inducing_cytokine,-1
PMC4105241,14,11,CCR7,80,69,regulatory T,25786,599423,47,131,secreted_cytokine,-1
PMC4105241,14,11,CCR7,80,69,regulatory T,25786,599423,47,131,inducing_cytokine,-1
PMC4676116,372,368,IL-17,356,354,Th1,32161,597608,77,160,secreted_cytokine,-1
PMC4676116,372,368,IL-17,356,354,Th1,32161,597608,77,160,inducing_cytokine,-1
PMC2844411,87,83,IFN-γ,29,27,NKT,20028,531155,22,117,secreted_cytokine,-1
PMC2844411,87,83,IFN-γ,29,27,NKT,20028,531155,22,117,inducing_cytokine,-1
PMC2715092,171,167,TGF-β,223,220,Th17,17575,752412,39,105,inducing_cytokine,1
PMC2715092,171,167,TGF-β,223,220,Th17,17575,752412,39,105,secreted_cytokine,-1
PMC5983604,63,59,TGF-β,75,73,EMT,24962,579283,25,131,inducing_cytokine,1
PMC5983604,63,59,TGF-β,75,73,EMT,24962,579283,25,131,secreted_cytokine,-1
PMC6170619,199,196,OX40,85,83,Tfh,39469,757,38,254,secreted_cytokine,-1
PMC6170619,199,196,OX40,85,83,Tfh,39469,757,38,254,inducing_cytokine,-1
PMC3591751,171,167,IL-10,11,0,Regulatory T,10398,630793,43,54,secreted_cytokine,1
PMC3591751,171,167,IL-10,11,0,Regulatory T,10398,630793,43,54,inducing_cytokine,-1
PMC3694260,123,120,IL-4,33,31,Th3,56197,723596,29,265,secreted_cytokine,-1
PMC3694260,123,120,IL-4,33,31,Th3,56197,723596,29,265,inducing_cytokine,-1
PMC3478933,16,13,OX40,48,44,T reg,3185,724531,31,21,secreted_cytokine,-1
PMC3478933,16,13,OX40,48,44,T reg,3185,724531,31,21,inducing_cytokine,-1
PMC5614937,1171,1167,IFN-γ,2265,2263,NKT,26728,501275,846,155,secreted_cytokine,-1
PMC5614937,1171,1167,IFN-γ,2265,2263,NKT,26728,501275,846,155,inducing_cytokine,-1
PMC6213458,20,16,IL-19,117,110,T-helper,22729,317119,24,164,inducing_cytokine,1
PMC6213458,20,16,IL-19,117,110,T-helper,22729,317119,24,164,secreted_cytokine,-1
PMC5727176,242,239,IL-4,185,183,Th2,30405,749188,55,184,secreted_cytokine,-1
PMC5727176,242,239,IL-4,185,183,Th2,30405,749188,55,184,inducing_cytokine,-1
PMC5529425,97,93,OX40L,67,58,thymocytes,36758,373776,25,252,secreted_cytokine,-1
PMC5529425,97,93,OX40L,67,58,thymocytes,36758,373776,25,252,inducing_cytokine,-1
PMC3966285,162,158,TGFβ1,62,59,Th17,35766,470931,41,228,inducing_cytokine,1
PMC3966285,162,158,TGFβ1,62,59,Th17,35766,470931,41,228,secreted_cytokine,-1
PMC6441173,2276,2271,killer,2287,2285,NKT,22539,521817,461,111,secreted_cytokine,-1
PMC6441173,2276,2271,killer,2287,2285,NKT,22539,521817,461,111,inducing_cytokine,-1
PMC3751038,81,77,TGF-β,25,14,regulatory T,17478,589829,21,116,secreted_cytokine,1
PMC3751038,81,77,TGF-β,25,14,regulatory T,17478,589829,21,116,inducing_cytokine,-1
PMC4566032,51,48,CCR4,81,78,Treg,29534,402318,20,183,secreted_cytokine,1
PMC4566032,51,48,CCR4,81,78,Treg,29534,402318,20,183,inducing_cytokine,-1
PMC6073894,335,333,Il9,93,91,Th1,7888,579483,78,48,secreted_cytokine,-1
PMC6073894,335,333,Il9,93,91,Th1,7888,579483,78,48,inducing_cytokine,-1
PMC6320637,43,39,IL-17,183,180,Th17,1460,1925,35,10,secreted_cytokine,-1
PMC6320637,43,39,IL-17,183,180,Th17,1460,1925,35,10,inducing_cytokine,-1
PMC4533011,97,93,TNF-α,64,62,NKT,66253,533240,35,380,secreted_cytokine,1
PMC4533011,97,93,TNF-α,64,62,NKT,66253,533240,35,380,inducing_cytokine,-1
PMC4491892,20,15,GM-CSF,43,41,Th1,0,315645,14,0,secreted_cytokine,1
PMC4491892,20,15,GM-CSF,43,41,Th1,0,315645,14,0,inducing_cytokine,-1
PMC3405033,192,187,CXCL13,39,37,TFH,23384,722060,40,125,secreted_cytokine,-1
PMC3405033,192,187,CXCL13,39,37,TFH,23384,722060,40,125,inducing_cytokine,-1
PMC4493106,119,117,Il5,71,69,Th2,37361,584533,35,310,secreted_cytokine,-1
PMC4493106,119,117,Il5,71,69,Th2,37361,584533,35,310,inducing_cytokine,-1
PMC6092783,3910,3906,IL-10,397,395,Th9,36468,220838,904,223,secreted_cytokine,-1
PMC6092783,3910,3906,IL-10,397,395,Th9,36468,220838,904,223,inducing_cytokine,-1
PMC3867213,8,4,IL-17,22,21,Tn,14031,758624,30,100,secreted_cytokine,1
PMC3867213,8,4,IL-17,22,21,Tn,14031,758624,30,100,inducing_cytokine,-1
PMC4697089,39,36,IL-6,87,84,Th17,9923,504876,21,67,secreted_cytokine,-1
PMC4697089,39,36,IL-6,87,84,Th17,9923,504876,21,67,inducing_cytokine,-1
PMC4238375,233,229,TRAIL,29,27,γδT,6706,419133,45,27,secreted_cytokine,-1
PMC4238375,233,229,TRAIL,29,27,γδT,6706,419133,45,27,inducing_cytokine,-1
PMC5954031,123,120,IL-9,71,69,Th9,33801,541075,41,195,secreted_cytokine,1
PMC5954031,123,120,IL-9,71,69,Th9,33801,541075,41,195,inducing_cytokine,-1
PMC2722173,21,17,IL-10,27,23,T reg,33718,24680,10,279,secreted_cytokine,-1
PMC2722173,21,17,IL-10,27,23,T reg,33718,24680,10,279,inducing_cytokine,-1
PMC6443933,106,103,IL-4,6,4,Th1,14315,754208,37,77,secreted_cytokine,-1
PMC6443933,106,103,IL-4,6,4,Th1,14315,754208,37,77,inducing_cytokine,-1
PMC6167492,57,53,IL-17,35,31,Tregs,23507,219725,13,164,secreted_cytokine,-1
PMC6167492,57,53,IL-17,35,31,Tregs,23507,219725,13,164,inducing_cytokine,-1
PMC3957029,55,51,IFN-γ,147,145,NKT,15023,770401,50,61,secreted_cytokine,1
PMC3957029,55,51,IFN-γ,147,145,NKT,15023,770401,50,61,inducing_cytokine,-1
PMC3387179,135,131,IL-15,78,76,NKT,21122,599130,53,148,secreted_cytokine,-1
PMC3387179,135,131,IL-15,78,76,NKT,21122,599130,53,148,inducing_cytokine,-1
PMC6530242,145,142,IL-2,211,209,Th2,11617,683042,44,69,secreted_cytokine,-1
PMC6530242,145,142,IL-2,211,209,Th2,11617,683042,44,69,inducing_cytokine,-1
PMC3429575,460,457,IFNγ,425,423,NKT,14266,161916,87,54,secreted_cytokine,1
PMC3429575,460,457,IFNγ,425,423,NKT,14266,161916,87,54,inducing_cytokine,-1
PMC5247472,219,216,IL-4,765,760,thymic,69153,567566,202,429,secreted_cytokine,-1
PMC5247472,219,216,IL-4,765,760,thymic,69153,567566,202,429,inducing_cytokine,-1
PMC3511471,155,151,IFN-γ,100,97,Th22,4525,703980,31,27,secreted_cytokine,-1
PMC3511471,155,151,IFN-γ,100,97,Th22,4525,703980,31,27,inducing_cytokine,-1
PMC4000274,50,46,IFN-γ,155,153,Tcm,22127,699876,43,101,secreted_cytokine,-1
PMC4000274,50,46,IFN-γ,155,153,Tcm,22127,699876,43,101,inducing_cytokine,-1
PMC5068226,164,161,IL-6,70,67,Th17,16010,769588,56,101,secreted_cytokine,-1
PMC5068226,164,161,IL-6,70,67,Th17,16010,769588,56,101,inducing_cytokine,-1
PMC6052877,27,24,IL-2,197,179,T follicular helper,35029,191520,41,251,secreted_cytokine,-1
PMC6052877,27,24,IL-2,197,179,T follicular helper,35029,191520,41,251,inducing_cytokine,-1
PMC3942503,29,25,IL-23,62,59,Th17,5461,732035,15,39,inducing_cytokine,1
PMC3942503,29,25,IL-23,62,59,Th17,5461,732035,15,39,secreted_cytokine,-1
PMC6295478,135,132,CCR4,106,103,Th22,21928,578479,57,148,secreted_cytokine,1
PMC6295478,135,132,CCR4,106,103,Th22,21928,578479,57,148,inducing_cytokine,-1
PMC3697788,59,55,TGF-β,4,0,Tregs,16784,25876,31,91,secreted_cytokine,1
PMC3697788,59,55,TGF-β,4,0,Tregs,16784,25876,31,91,inducing_cytokine,-1
PMC4330377,206,201,IL-17A,183,181,Th1,83,740265,45,1,secreted_cytokine,-1
PMC4330377,206,201,IL-17A,183,181,Th1,83,740265,45,1,inducing_cytokine,-1
PMC5748849,140,137,Il21,168,166,Tfh,3330,742122,50,17,secreted_cytokine,1
PMC5748849,140,137,Il21,168,166,Tfh,3330,742122,50,17,inducing_cytokine,-1
PMC3226432,61,57,IL-17,84,77,T helper,16319,472951,49,78,secreted_cytokine,-1
PMC3226432,61,57,IL-17,84,77,T helper,16319,472951,49,78,inducing_cytokine,-1
PMC2118694,126,123,IL-4,2,0,Th1,8508,604920,30,61,secreted_cytokine,-1
PMC2118694,126,123,IL-4,2,0,Th1,8508,604920,30,61,inducing_cytokine,-1
PMC4831524,50,46,IL-17,196,193,Tc17,4877,514925,37,28,secreted_cytokine,-1
PMC4831524,50,46,IL-17,196,193,Tc17,4877,514925,37,28,inducing_cytokine,-1
PMC5958064,75,72,IL-2,151,142,T helper 1,4953,551787,38,33,inducing_cytokine,1
PMC5958064,75,72,IL-2,151,142,T helper 1,4953,551787,38,33,secreted_cytokine,-1
PMC5392348,1791,1779,interleukin-2,1638,1636,LAK,5452,126056,388,32,secreted_cytokine,-1
PMC5392348,1791,1779,interleukin-2,1638,1636,LAK,5452,126056,388,32,inducing_cytokine,-1
PMC5490637,522,519,IL-2,470,461,effector T,10540,529462,119,57,secreted_cytokine,-1
PMC5490637,522,519,IL-2,470,461,effector T,10540,529462,119,57,inducing_cytokine,-1
PMC5693957,115,111,IFN-γ,153,150,TH17,6230,373244,60,38,secreted_cytokine,-1
PMC5693957,115,111,IFN-γ,153,150,TH17,6230,373244,60,38,inducing_cytokine,-1
PMC5041330,126,122,IL-27,254,252,Th2,15323,366727,60,99,secreted_cytokine,-1
PMC5041330,126,122,IL-27,254,252,Th2,15323,366727,60,99,inducing_cytokine,-1
PMC5954031,87,84,IL-9,190,187,Th17,40866,541117,43,237,secreted_cytokine,-1
PMC5954031,87,84,IL-9,190,187,Th17,40866,541117,43,237,inducing_cytokine,-1
PMC3468147,19,15,IL-22,35,32,Th17,2967,103814,19,20,secreted_cytokine,1
PMC3468147,19,15,IL-22,35,32,Th17,2967,103814,19,20,inducing_cytokine,-1
PMC5904433,104,100,IL-13,224,222,TH2,46406,743180,43,293,secreted_cytokine,-1
PMC5904433,104,100,IL-13,224,222,TH2,46406,743180,43,293,inducing_cytokine,-1
PMC5985550,96,92,IL-12,119,117,TH1,6506,22814,71,45,secreted_cytokine,-1
PMC5985550,96,92,IL-12,119,117,TH1,6506,22814,71,45,inducing_cytokine,-1
PMC6119692,28,24,CXCR5,128,126,Tfh,22569,162739,33,122,secreted_cytokine,-1
PMC6119692,28,24,CXCR5,128,126,Tfh,22569,162739,33,122,inducing_cytokine,-1
PMC6100207,119,116,GITR,235,232,Treg,3333,772059,40,22,secreted_cytokine,-1
PMC6100207,119,116,GITR,235,232,Treg,3333,772059,40,22,inducing_cytokine,-1
PMC3486158,108,105,IL-4,72,70,NKT,37631,354988,35,245,secreted_cytokine,1
PMC3486158,108,105,IL-4,72,70,NKT,37631,354988,35,245,inducing_cytokine,-1
PMC5542238,202,198,IL-12,185,178,Vγ9Vδ2 T,24604,165110,76,159,secreted_cytokine,-1
PMC5542238,202,198,IL-12,185,178,Vγ9Vδ2 T,24604,165110,76,159,inducing_cytokine,-1
PMC4188036,55,50,IL-17A,3,0,Th17,14139,514670,46,79,secreted_cytokine,1
PMC4188036,55,50,IL-17A,3,0,Th17,14139,514670,46,79,inducing_cytokine,-1
PMC5614937,4450,4446,IFN-γ,2562,2560,CTL,26728,501275,846,155,secreted_cytokine,-1
PMC5614937,4450,4446,IFN-γ,2562,2560,CTL,26728,501275,846,155,inducing_cytokine,-1
PMC5466736,49,46,IL-4,512,501,T-regulatory,46200,791070,102,272,secreted_cytokine,-1
PMC5466736,49,46,IL-4,512,501,T-regulatory,46200,791070,102,272,inducing_cytokine,-1
PMC5466736,3,0,IL-4,240,237,Treg,27753,790962,120,164,secreted_cytokine,-1
PMC5466736,3,0,IL-4,240,237,Treg,27753,790962,120,164,inducing_cytokine,-1
PMC5374155,228,224,IL-17,149,147,Th1,51951,700349,44,281,secreted_cytokine,1
PMC5374155,228,224,IL-17,149,147,Th1,51951,700349,44,281,inducing_cytokine,-1
PMC5968108,219,202,interleukin (IL)-2,158,156,Th1,3969,466088,66,29,secreted_cytokine,1
PMC5968108,219,202,interleukin (IL)-2,158,156,Th1,3969,466088,66,29,inducing_cytokine,-1
PMC3514826,167,163,IFN-γ,81,72,effector T,8336,343029,49,47,secreted_cytokine,-1
PMC3514826,167,163,IFN-γ,81,72,effector T,8336,343029,49,47,inducing_cytokine,-1
PMC5626935,239,236,IL-6,142,135,T helper,31484,3457,56,123,secreted_cytokine,-1
PMC5626935,239,236,IL-6,142,135,T helper,31484,3457,56,123,inducing_cytokine,-1
PMC4785102,70,66,IL-13,91,86,thymic,7160,358740,24,43,secreted_cytokine,-1
PMC4785102,70,66,IL-13,91,86,thymic,7160,358740,24,43,inducing_cytokine,-1
PMC2880258,301,298,TGFβ,418,415,Th17,4165,716980,64,15,inducing_cytokine,1
PMC2880258,301,298,TGFβ,418,415,Th17,4165,716980,64,15,secreted_cytokine,-1
PMC6303346,13,9,CXCR5,226,224,TFH,45674,737172,38,321,secreted_cytokine,1
PMC6303346,13,9,CXCR5,226,224,TFH,45674,737172,38,321,inducing_cytokine,-1
PMC6069866,175,145,transforming growth factor beta,15,14,TC,10774,58007,42,70,secreted_cytokine,-1
PMC6069866,175,145,transforming growth factor beta,15,14,TC,10774,58007,42,70,inducing_cytokine,-1
PMC5988853,274,270,Il17a,213,210,Th17,12029,543182,58,68,secreted_cytokine,-1
PMC5988853,274,270,Il17a,213,210,Th17,12029,543182,58,68,inducing_cytokine,-1
PMC3179723,2192,2189,IL-5,940,938,Th2,16045,537429,539,78,secreted_cytokine,-1
PMC3179723,2192,2189,IL-5,940,938,Th2,16045,537429,539,78,inducing_cytokine,-1
PMC6360681,138,134,TNF-α,14,12,Th9,11110,706358,31,96,inducing_cytokine,1
PMC6360681,138,134,TNF-α,14,12,Th9,11110,706358,31,96,secreted_cytokine,-1
PMC3000428,70,66,IL-22,22,19,Th17,29420,777192,32,216,secreted_cytokine,1
PMC3000428,70,66,IL-22,22,19,Th17,29420,777192,32,216,inducing_cytokine,-1
PMC5572390,173,166,IL-12p70,44,42,Th1,22187,317435,69,122,secreted_cytokine,-1
PMC5572390,173,166,IL-12p70,44,42,Th1,22187,317435,69,122,inducing_cytokine,-1
PMC4491892,262,258,IL-1β,33,30,Th17,19715,315773,51,128,inducing_cytokine,1
PMC4491892,262,258,IL-1β,33,30,Th17,19715,315773,51,128,secreted_cytokine,-1
PMC6459942,4571,4567,IL-10,1917,1915,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,4571,4567,IL-10,1917,1915,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC3731939,116,112,IL-17,65,62,Treg,47059,603314,19,322,secreted_cytokine,1
PMC3731939,116,112,IL-17,65,62,Treg,47059,603314,19,322,inducing_cytokine,-1
PMC3444478,36,31,TGF-β1,114,111,Th17,4214,729608,23,23,secreted_cytokine,-1
PMC3444478,36,31,TGF-β1,114,111,Th17,4214,729608,23,23,inducing_cytokine,-1
PMC3320552,191,180,interferon γ,335,333,Th2,5088,338366,72,34,secreted_cytokine,-1
PMC3320552,191,180,interferon γ,335,333,Th2,5088,338366,72,34,inducing_cytokine,-1
PMC3039849,167,163,IL-12,101,99,Th1,33983,714336,33,233,secreted_cytokine,-1
PMC3039849,167,163,IL-12,101,99,Th1,33983,714336,33,233,inducing_cytokine,-1
PMC3924189,226,222,IFN-γ,203,201,Th1,18692,622734,54,128,secreted_cytokine,1
PMC3924189,226,222,IFN-γ,203,201,Th1,18692,622734,54,128,inducing_cytokine,-1
PMC5068226,56,53,IL-6,7,4,Th17,15724,769586,36,99,secreted_cytokine,-1
PMC5068226,56,53,IL-6,7,4,Th17,15724,769586,36,99,inducing_cytokine,-1
PMC3914515,183,179,IL-17,125,122,Th17,12599,217661,35,79,secreted_cytokine,-1
PMC3914515,183,179,IL-17,125,122,Th17,12599,217661,35,79,inducing_cytokine,-1
PMC4196542,34,30,IL-21,66,46,central memory CD4+ T,22270,26783,27,143,secreted_cytokine,1
PMC4196542,34,30,IL-21,66,46,central memory CD4+ T,22270,26783,27,143,inducing_cytokine,-1
PMC5783516,14,10,IL-35,41,38,Th17,905,565929,24,7,secreted_cytokine,-1
PMC5783516,14,10,IL-35,41,38,Th17,905,565929,24,7,inducing_cytokine,-1
PMC5634439,72,69,IL-9,91,88,Th17,37192,765220,14,313,secreted_cytokine,-1
PMC5634439,72,69,IL-9,91,88,Th17,37192,765220,14,313,inducing_cytokine,-1
PMC3446520,888,886,TPO,955,950,thymic,29542,41153,200,202,secreted_cytokine,-1
PMC3446520,888,886,TPO,955,950,thymic,29542,41153,200,202,inducing_cytokine,-1
PMC4458005,408,405,CCR7,548,532,effector memory T,19654,39759,135,106,secreted_cytokine,-1
PMC4458005,408,405,CCR7,548,532,effector memory T,19654,39759,135,106,inducing_cytokine,-1
PMC3721661,134,130,IL-35,3,0,Treg,8904,261597,22,51,secreted_cytokine,-1
PMC3721661,134,130,IL-35,3,0,Treg,8904,261597,22,51,inducing_cytokine,-1
PMC4127519,51,48,IL-9,29,27,Th9,330,524963,31,2,secreted_cytokine,1
PMC4127519,51,48,IL-9,29,27,Th9,330,524963,31,2,inducing_cytokine,-1
PMC5742278,180,176,IL-21,28,25,Th17,1718,653096,36,11,secreted_cytokine,1
PMC5742278,180,176,IL-21,28,25,Th17,1718,653096,36,11,inducing_cytokine,-1
PMC4821255,4,0,TGF-β,119,116,Th17,33165,339795,30,193,secreted_cytokine,-1
PMC4821255,4,0,TGF-β,119,116,Th17,33165,339795,30,193,inducing_cytokine,-1
PMC1905453,105,101,IFN-γ,39,28,naive CD4+ T,598,787793,50,5,secreted_cytokine,-1
PMC1905453,105,101,IFN-γ,39,28,naive CD4+ T,598,787793,50,5,inducing_cytokine,-1
PMC4330377,126,123,Ccr6,45,42,Th17,30057,740447,32,183,secreted_cytokine,-1
PMC4330377,126,123,Ccr6,45,42,Th17,30057,740447,32,183,inducing_cytokine,-1
PMC6213458,213,210,IL19,179,176,Th17,2616,316974,57,19,secreted_cytokine,-1
PMC6213458,213,210,IL19,179,176,Th17,2616,316974,57,19,inducing_cytokine,-1
PMC2394516,438,434,IL-13,206,204,Th2,23932,760226,177,146,secreted_cytokine,-1
PMC2394516,438,434,IL-13,206,204,Th2,23932,760226,177,146,inducing_cytokine,-1
PMC3188522,290,286,IL-17,102,95,T-helper,3429,595530,59,23,secreted_cytokine,-1
PMC3188522,290,286,IL-17,102,95,T-helper,3429,595530,59,23,inducing_cytokine,-1
PMC5638524,93,89,IL-23,32,29,Th17,2852,722378,31,17,secreted_cytokine,-1
PMC5638524,93,89,IL-23,32,29,Th17,2852,722378,31,17,inducing_cytokine,-1
PMC5818395,162,158,IL-10,21,0,Inducible T regulatory,195,516678,47,2,secreted_cytokine,1
PMC5818395,162,158,IL-10,21,0,Inducible T regulatory,195,516678,47,2,inducing_cytokine,-1
PMC3405033,39,35,IL-21,273,266,Vγ9Vδ2 T,29464,722098,78,163,secreted_cytokine,-1
PMC3405033,39,35,IL-21,273,266,Vγ9Vδ2 T,29464,722098,78,163,inducing_cytokine,-1
PMC4504515,163,159,TNFR2,246,242,Tregs,32340,80916,49,159,secreted_cytokine,-1
