category,extid,label,namespace,parent,priority,species,species_id,syn,syn_typ,pref_lbl,pref_id,enabled
gene,PR:000001353,granulocyte colony-stimulating factor receptor,protein,,5.0,any,3.0,granulocyte colony-stimulating factor receptor,label,CD114,PR:000001353,True
gene,PR:000001318,L-selectin,protein,,4.0,any,3.0,gp90-MEL,exact,CD62L,PR:000001318,True
gene,PR:000001405,tumor necrosis factor receptor superfamily member 16,protein,,4.0,any,3.0,gp80-LNGFR,exact,CD271,PR:000001405,True
gene,PR:000001394,interleukin-6 receptor subunit alpha,protein,,4.0,any,3.0,gp80,exact,CD126,PR:000001394,True
gene,PR:000001892,CD33 molecule,protein,,4.0,any,3.0,gp67,exact,CD33,PR:000001892,True
gene,PR:000001026,lymphocyte antigen 75,protein,,4.0,any,3.0,gp200-MR6,exact,CD205,PR:000001026,True
gene,PR:000002031,aminopeptidase N,protein,,4.0,any,3.0,gp150,exact,CD13,PR:000002031,True
gene,PR:000001868,interleukin-6 receptor subunit beta,protein,,4.0,any,3.0,gp130,exact,CD130,PR:000001868,True
gene,PR:000001462,glycophorin-C,protein,,4.0,any,3.0,glycophorin-D,exact,CD236,PR:000001462,True
gene,PR:000001462,glycophorin-C,protein,,5.0,any,3.0,glycophorin-C,label,CD236,PR:000001462,True
gene,PR:000001461,glycophorin-B,protein,,5.0,any,3.0,glycophorin-B,label,CD235b,PR:000001461,True
gene,PR:000001460,glycophorin-A,protein,,5.0,any,3.0,glycophorin-A,label,CD235a,PR:000001460,True
gene,PR:000001462,glycophorin-C,protein,,4.0,any,3.0,glycoconnectin,exact,CD236,PR:000001462,True
gene,PR:000007840,glyceraldehyde-3-phosphate dehydrogenase,protein,,5.0,any,3.0,glyceraldehyde-3-phosphate dehydrogenase,label,GAPD,PR:000007840,True
gene,PR:000001458,glutathione hydrolase 1 proenzyme,protein,,5.0,any,3.0,glutathione hydrolase 1 proenzyme,label,CD224,PR:000001458,True
gene,PR:000002039,glutamyl aminopeptidase,protein,,5.0,any,3.0,glutamyl aminopeptidase,label,CD249,PR:000002039,True
gene,PR:000001127,cell surface glycoprotein MUC18,protein,,4.0,any,3.0,gicerin,exact,CD146,PR:000001127,True
gene,PR:000008330,general transcription factor 3C polypeptide 6,protein,,5.0,any,3.0,general transcription factor 3C polypeptide 6,label,GTF3C6,PR:000008330,True
gene,PR:000008329,general transcription factor 3C polypeptide 5,protein,,5.0,any,3.0,general transcription factor 3C polypeptide 5,label,GTF3C5,PR:000008329,True
gene,PR:000001879,leukosialin,protein,,4.0,any,3.0,galactoglycoprotein,exact,CD43,PR:000001879,True
gene,PR:000001208,C-X-C chemokine receptor type 4,protein,,4.0,any,3.0,fusin,exact,CD184,PR:000001208,True
gene,PR:000037486,fungal-type cyclin-dependent kinase 1,protein,,5.0,any,3.0,fungal-type cyclin-dependent kinase 1,label,cdc2,PR:000037486,True
gene,PR:000001455,frizzled-9,protein,,5.0,any,3.0,frizzled-9,label,CD349,PR:000001455,True
gene,PR:000001454,frizzled-4,protein,,5.0,any,3.0,frizzled-4,label,CD344,PR:000001454,True
gene,PR:000001453,frizzled-10,protein,,5.0,any,3.0,frizzled-10,label,CD350,PR:000001453,True
organism-gene,PR:Q9P7H1,tyrosine-protein phosphatase Clp1 (Schizosaccharomyces pombe 972h-),protein,,2.0,any,3.0,flp1,related,flp1,PR:Q9P7H1,True
gene,PR:000007725,fizzy-related protein,protein,,5.0,any,3.0,fizzy-related protein,label,Fzr,PR:000007725,True
gene,PR:000014552,syndecan-2,protein,,4.0,any,3.0,fibroglycan,exact,CD362,PR:000014552,True
gene,PR:000001451,fibroblast growth factor receptor 4,protein,,5.0,any,3.0,fibroblast growth factor receptor 4,label,CD334,PR:000001451,True
gene,PR:000001450,fibroblast growth factor receptor 3,protein,,5.0,any,3.0,fibroblast growth factor receptor 3,label,CD333,PR:000001450,True
gene,PR:000001449,fibroblast growth factor receptor 2,protein,,5.0,any,3.0,fibroblast growth factor receptor 2,label,CD332,PR:000001449,True
gene,PR:000001448,fibroblast growth factor receptor 1,protein,,5.0,any,3.0,fibroblast growth factor receptor 1,label,CD331,PR:000001448,True
gene,PR:000002105,thrombomodulin,protein,,4.0,any,3.0,fetomodulin,exact,CD141,PR:000002105,True
gene,PR:000006957,eukaryotic translation initiation factor 2A,protein,,5.0,any,3.0,eukaryotic translation initiation factor 2A,label,EIF2A,PR:000006957,True
gene,PR:000001959,tumor necrosis factor receptor superfamily member 1B,protein,,4.0,any,3.0,etanercept,exact,CD120b,PR:000001959,True
gene,PR:000017021,UBX domain-containing protein 4,protein,,4.0,any,3.0,erasin,exact,UBXN4,PR:000017021,True
gene,PR:000001559,epithelial cell adhesion molecule,protein,,5.0,any,3.0,epithelial cell adhesion molecule,label,CD326,PR:000001559,True
gene,PR:000001890,mucin-1,protein,,4.0,any,3.0,episialin,exact,CD227,PR:000001890,True
gene,PR:000001307,CD44 molecule,protein,,4.0,any,3.0,epican,exact,CD44,PR:000001307,True
gene,PR:000001898,neprilysin,protein,,4.0,any,3.0,enkephalinase,exact,CD10,PR:000001898,True
gene,PR:000001347,endothelial protein C receptor,protein,,5.0,any,3.0,endothelial protein C receptor,label,CD201,PR:000001347,True
gene,PR:000001346,endosialin,protein,,5.0,any,3.0,endosialin,label,CD248,PR:000001346,True
gene,PR:000007175,endoplasmic reticulum-Golgi intermediate compartment protein 2,protein,,5.0,any,3.0,endoplasmic reticulum-Golgi intermediate compartment protein 2,label,ERV41,PR:000007175,True
gene,PR:000001922,sialomucin core protein 24,protein,,4.0,any,3.0,endolyn,exact,CD164,PR:000001922,True
gene,PR:000001345,endoglin,protein,,5.0,any,3.0,endoglin,label,CD105,PR:000001345,True
gene,PR:000005203,pre-mRNA-processing factor 17,protein,,4.0,any,3.0,ehb3,exact,CDC40,PR:000005203,True
gene,PR:000007097,ectonucleoside triphosphate diphosphohydrolase 6,protein,,5.0,any,3.0,ectonucleoside triphosphate diphosphohydrolase 6,label,CD39L2,PR:000007097,True
gene,PR:000007096,ectonucleoside triphosphate diphosphohydrolase 5,protein,,5.0,any,3.0,ectonucleoside triphosphate diphosphohydrolase 5,label,CD39L4,PR:000007096,True
gene,PR:000007094,ectonucleoside triphosphate diphosphohydrolase 3,protein,,5.0,any,3.0,ectonucleoside triphosphate diphosphohydrolase 3,label,CD39L3,PR:000007094,True
gene,PR:000007093,ectonucleoside triphosphate diphosphohydrolase 2,protein,,5.0,any,3.0,ectonucleoside triphosphate diphosphohydrolase 2,label,CD39L1,PR:000007093,True
gene,PR:000001854,ectonucleoside triphosphate diphosphohydrolase 1,protein,,5.0,any,3.0,ectonucleoside triphosphate diphosphohydrolase 1,label,CD39,PR:000001854,True
gene,PR:000015416,sclerostin domain-containing protein 1,protein,,4.0,any,3.0,ectodin,exact,USAG1,PR:000015416,True
gene,PR:000001854,ectonucleoside triphosphate diphosphohydrolase 1,protein,,4.0,any,3.0,ecto-apyrase,exact,CD39,PR:000001854,True
gene,PR:000001853,ecto-ADP-ribosyltransferase 4,protein,,5.0,any,3.0,ecto-ADP-ribosyltransferase 4,label,CD297,PR:000001853,True
gene,PR:000001800,5'-nucleotidase,protein,,4.0,any,3.0,ecto-5'-nucleotidase,exact,CD73,PR:000001800,True
gene,PR:000006957,eukaryotic translation initiation factor 2A,protein,,4.0,any,3.0,eIF-2A,exact,EIF2A,PR:000006957,True
gene,PR:000005186,dual specificity protein phosphatase CDC14C,protein,,5.0,any,3.0,dual specificity protein phosphatase CDC14C,label,CDC14C,PR:000005186,True
sequence,PR:000038272,dual specificity protein phosphatase CDC14B isoform 4,protein,PR:000005185,5.0,any,3.0,dual specificity protein phosphatase CDC14B isoform 4,label,dual specificity protein phosphatase CDC14B isoform 4,PR:000038272,True
gene,PR:000005185,dual specificity protein phosphatase CDC14B,protein,,5.0,any,3.0,dual specificity protein phosphatase CDC14B,label,CDC14B,PR:000005185,True
gene,PR:000005184,dual specificity protein phosphatase CDC14A,protein,,5.0,any,3.0,dual specificity protein phosphatase CDC14A,label,CDC14A,PR:000005184,True
gene,PR:000005587,dual specificity protein kinase CLK4,protein,,5.0,any,3.0,dual specificity protein kinase CLK4,label,CLK4,PR:000005587,True
gene,PR:000005586,dual specificity protein kinase CLK3,protein,,5.0,any,3.0,dual specificity protein kinase CLK3,label,CLK3,PR:000005586,True
gene,PR:000005585,dual specificity protein kinase CLK2,protein,,5.0,any,3.0,dual specificity protein kinase CLK2,label,CLK2,PR:000005585,True
gene,PR:000005584,dual specificity protein kinase CLK1,protein,,5.0,any,3.0,dual specificity protein kinase CLK1,label,Sty,PR:000005584,True
gene,PR:000001280,disintegrin and metalloproteinase domain-containing protein 8,protein,,5.0,any,3.0,disintegrin and metalloproteinase domain-containing protein 8,label,CD156a,PR:000001280,True
gene,PR:000001278,disintegrin and metalloproteinase domain-containing protein 10,protein,,5.0,any,3.0,disintegrin and metalloproteinase domain-containing protein 10,label,CDw156,PR:000001278,True
gene,PR:000001446,discoidin domain-containing receptor 2,protein,,5.0,any,3.0,discoidin domain-containing receptor 2,label,CD167b,PR:000001446,True
gene,PR:000001445,discoidin domain-containing receptor 1,protein,,5.0,any,3.0,discoidin domain-containing receptor 1,label,CD167a,PR:000001445,True
gene,PR:000001341,dipeptidyl peptidase IV,protein,,5.0,any,3.0,dipeptidyl peptidase IV,label,CD26,PR:000001341,True
gene,PR:000006709,desmoglein-4,protein,,5.0,any,3.0,desmoglein-4,label,CDHF13,PR:000006709,True
gene,PR:000006708,desmoglein-3,protein,,5.0,any,3.0,desmoglein-3,label,CDHF6,PR:000006708,True
gene,PR:000006707,desmoglein-2,protein,,5.0,any,3.0,desmoglein-2,label,CDHF5,PR:000006707,True
gene,PR:000006706,desmoglein-1,protein,,5.0,any,3.0,desmoglein-1,label,CDHF4,PR:000006706,True
gene,PR:000006694,desmocollin-3,protein,,4.0,any,3.0,desmocollin-4,exact,CDHF3,PR:000006694,True
gene,PR:000006694,desmocollin-3,protein,,5.0,any,3.0,desmocollin-3,label,CDHF3,PR:000006694,True
gene,PR:000006693,desmocollin-2,protein,,5.0,any,3.0,desmocollin-2,label,CDHF2,PR:000006693,True
gene,PR:000006692,desmocollin-1,protein,,5.0,any,3.0,desmocollin-1,label,CDHF1,PR:000006692,True
gene,PR:000031825,deoxyribonuclease TATDN1,protein,,5.0,any,3.0,deoxyribonuclease TATDN1,label,TATDN1,PR:000031825,True
gene,PR:000006716,denticleless protein,protein,,5.0,any,3.0,denticleless protein,label,CDW1,PR:000006716,True
gene,PR:000001807,C-type lectin domain family 7 member A,protein,,4.0,any,3.0,dectin-1,exact,CLEC7A,PR:000001807,True
gene,PR:000005226,borealin,protein,,4.0,any,3.0,dasra-B,exact,CDCA8,PR:000005226,True
gene,PR:000006329,dCTP pyrophosphatase 1,protein,,5.0,any,3.0,dCTP pyrophosphatase 1,label,RS21C6,PR:000006329,True
gene,PR:000005899,cytotoxic and regulatory T-cell molecule,protein,,5.0,any,3.0,cytotoxic and regulatory T-cell molecule,label,CD355,PR:000005899,True
gene,PR:000001852,cytotoxic T-lymphocyte protein 4,protein,,5.0,any,3.0,cytotoxic T-lymphocyte protein 4,label,CD152,PR:000001852,True
organism-gene,PR:P25524,cytosine deaminase (Escherichia coli K-12),protein,PR:000022316,5.0,any,3.0,cytosine deaminase (Escherichia coli K-12),label,b0337,PR:P25524,True
gene,PR:000022316,cytosine deaminase,protein,,5.0,any,3.0,cytosine deaminase,label,codA,PR:000022316,True
gene,PR:000001340,cytokine receptor common subunit gamma,protein,,5.0,any,3.0,cytokine receptor common subunit gamma,label,CD132,PR:000001340,True
gene,PR:000001339,cytokine receptor common subunit beta,protein,,5.0,any,3.0,cytokine receptor common subunit beta,label,CD131,PR:000001339,True
sequence,PR:000039300,cytidine deaminase isoform 1,protein,PR:000005180,5.0,any,3.0,cytidine deaminase isoform 1,label,cytidine deaminase isoform 1,PR:000039300,True
organism-gene,PR:O65896,cytidine deaminase 1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cytidine deaminase 1 (Arabidopsis thaliana),label,CDD,PR:O65896,True
organism-gene,PR:Q09190,cytidine deaminase (Schizosaccharomyces pombe 972h-),protein,PR:000005180,5.0,any,3.0,cytidine deaminase (Schizosaccharomyces pombe 972h-),label,Spom972h-CDA,PR:Q09190,True
gene,PR:000005180,cytidine deaminase,protein,,5.0,any,3.0,cytidine deaminase,label,CDA,PR:000005180,True
gene,PR:000005181,cytidine and dCMP deaminase domain-containing protein 1,protein,,5.0,any,3.0,cytidine and dCMP deaminase domain-containing protein 1,label,CDADC1,PR:000005181,True
gene,PR:000032790,cysteine-rich DPF motif domain-containing protein 1,protein,,5.0,any,3.0,cysteine-rich DPF motif domain-containing protein 1,label,CDPF1,PR:000032790,True
sequence,PR:000040757,cysteine dioxygenase type 1 isoform 1,protein,PR:000005281,5.0,any,3.0,cysteine dioxygenase type 1 isoform 1,label,cysteine dioxygenase type 1 isoform 1,PR:000040757,True
gene,PR:000005281,cysteine dioxygenase type 1,protein,,5.0,any,3.0,cysteine dioxygenase type 1,label,CDO,PR:000005281,True
sequence,PR:000040211,cyclin-dependent-like kinase 5 isoform 1,protein,PR:000005258,5.0,any,3.0,cyclin-dependent-like kinase 5 isoform 1,label,cyclin-dependent-like kinase 5 isoform 1,PR:000040211,True
gene,PR:000005258,cyclin-dependent-like kinase 5,protein,,5.0,any,3.0,cyclin-dependent-like kinase 5,label,CDK5,PR:000005258,True
gene,PR:000005273,cyclin-dependent kinase-like 5,protein,,5.0,any,3.0,cyclin-dependent kinase-like 5,label,CDKL5,PR:000005273,True
gene,PR:000005272,cyclin-dependent kinase-like 4,protein,,5.0,any,3.0,cyclin-dependent kinase-like 4,label,CDKL4,PR:000005272,True
gene,PR:000005271,cyclin-dependent kinase-like 3,protein,,5.0,any,3.0,cyclin-dependent kinase-like 3,label,CDKL3,PR:000005271,True
gene,PR:000005270,cyclin-dependent kinase-like 2,protein,,5.0,any,3.0,cyclin-dependent kinase-like 2,label,CDKL2,PR:000005270,True
sequence,PR:000041661,cyclin-dependent kinase-like 1 isoform 1,protein,PR:000005269,5.0,any,3.0,cyclin-dependent kinase-like 1 isoform 1,label,cyclin-dependent kinase-like 1 isoform 1,PR:000041661,True
gene,PR:000005269,cyclin-dependent kinase-like 1,protein,,5.0,any,3.0,cyclin-dependent kinase-like 1,label,CDKL1,PR:000005269,True
gene,PR:000005280,cyclin-dependent kinase inhibitor 3,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 3,label,CDI1,PR:000005280,True
sequence,PR:000029147,cyclin-dependent kinase inhibitor 2A isoform 5,protein,PR:000029097,5.0,any,3.0,cyclin-dependent kinase inhibitor 2A isoform 5,label,cyclin-dependent kinase inhibitor 2A isoform 5,PR:000029147,True
sequence,PR:000029145,cyclin-dependent kinase inhibitor 2A isoform 3,protein,PR:000029097,5.0,any,3.0,cyclin-dependent kinase inhibitor 2A isoform 3,label,cyclin-dependent kinase inhibitor 2A isoform 3,PR:000029145,True
sequence,PR:000029144,cyclin-dependent kinase inhibitor 2A isoform 2,protein,PR:000029097,5.0,any,3.0,cyclin-dependent kinase inhibitor 2A isoform 2,label,cyclin-dependent kinase inhibitor 2A isoform 2,PR:000029144,True
sequence,PR:000029143,cyclin-dependent kinase inhibitor 2A isoform 1,protein,PR:000029097,5.0,any,3.0,cyclin-dependent kinase inhibitor 2A isoform 1,label,cyclin-dependent kinase inhibitor 2A isoform 1,PR:000029143,True
gene,PR:000005275,cyclin-dependent kinase inhibitor 1C,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1C,label,CDKN1C,PR:000005275,True
modification,PR:000003092,cyclin-dependent kinase inhibitor 1B isoform 1 unmodified form,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1 unmodified form,label,cyclin-dependent kinase inhibitor 1B isoform 1 unmodified form,PR:000003092,True
modification,PR:000003093,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated form,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated form,label,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated form,PR:000003093,True
modification,PR:000025751,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 3,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 3,label,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 3,PR:000025751,True
modification,PR:000025749,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 2,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 2,label,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 2,PR:000025749,True
modification,PR:000003094,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 1,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1 phosphorylated 1,label,p27NLS,PR:000003094,True
sequence,PR:000003091,cyclin-dependent kinase inhibitor 1B isoform 1,protein,PR:000003090,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B isoform 1,label,cyclin-dependent kinase inhibitor 1B isoform 1,PR:000003091,True
gene,PR:000003090,cyclin-dependent kinase inhibitor 1B,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1B,label,CDKN1B,PR:000003090,True
modification,PR:000019290,"cyclin-dependent kinase inhibitor 1, initiator methionine removed form",protein,PR:000005274,5.0,any,3.0,"cyclin-dependent kinase inhibitor 1, initiator methionine removed form",label,"cyclin-dependent kinase inhibitor 1, initiator methionine removed form",PR:000019290,True
gene,PR:000005274,cyclin-dependent kinase inhibitor 1,protein,,5.0,any,3.0,cyclin-dependent kinase inhibitor 1,label,CDKN1,PR:000005274,True
organism-gene,PR:O80345,cyclin-dependent kinase F-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase F-1 (Arabidopsis thaliana),label,At-CDKF-1,PR:O80345,True
organism-gene,PR:Q84TI6,cyclin-dependent kinase E-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase E-1 (Arabidopsis thaliana),label,At-CDKE-1,PR:Q84TI6,True
organism-gene,PR:Q9LMT0,cyclin-dependent kinase D-3 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase D-3 (Arabidopsis thaliana),label,At-CDKD-3,PR:Q9LMT0,True
organism-gene,PR:Q9C9M7,cyclin-dependent kinase D-2 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase D-2 (Arabidopsis thaliana),label,At-CDKD-2,PR:Q9C9M7,True
organism-gene,PR:Q9C9U2,cyclin-dependent kinase D-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase D-1 (Arabidopsis thaliana),label,At-CDKD-1,PR:Q9C9U2,True
organism-gene,PR:Q8W4P1,cyclin-dependent kinase C-2 (Arabidopsis thaliana),protein,PR:000005267,5.0,any,3.0,cyclin-dependent kinase C-2 (Arabidopsis thaliana),label,At-CDK9,PR:Q8W4P1,True
organism-gene,PR:Q9LFT8,cyclin-dependent kinase C-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase C-1 (Arabidopsis thaliana),label,At-CDKC-1,PR:Q9LFT8,True
organism-gene,PR:Q8LG64,cyclin-dependent kinase B2-2 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase B2-2 (Arabidopsis thaliana),label,At-CDKB2-2,PR:Q8LG64,True
organism-gene,PR:Q8LF80,cyclin-dependent kinase B2-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase B2-1 (Arabidopsis thaliana),label,At-CDKB2-1,PR:Q8LF80,True
organism-gene,PR:Q2V419,cyclin-dependent kinase B1-2 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase B1-2 (Arabidopsis thaliana),label,At-CDKB1-2,PR:Q2V419,True
organism-gene,PR:P25859,cyclin-dependent kinase B1-1 (Arabidopsis thaliana),protein,PR:000005258,5.0,any,3.0,cyclin-dependent kinase B1-1 (Arabidopsis thaliana),label,CDC2B,PR:P25859,True
organism-gene,PR:P24100,cyclin-dependent kinase A-1 (Arabidopsis thaliana),protein,,5.0,any,3.0,cyclin-dependent kinase A-1 (Arabidopsis thaliana),label,CDC2,PR:P24100,True
modification,PR:000028669,cyclin-dependent kinase 9 isoform 1 acetylated 2,protein,,5.0,any,3.0,cyclin-dependent kinase 9 isoform 1 acetylated 2,label,cyclin-dependent kinase 9 isoform 1 acetylated 2,PR:000028669,True
modification,PR:000027933,cyclin-dependent kinase 9 isoform 1 acetylated 1,protein,,5.0,any,3.0,cyclin-dependent kinase 9 isoform 1 acetylated 1,label,cyclin-dependent kinase 9 isoform 1 acetylated 1,PR:000027933,True
sequence,PR:000027931,cyclin-dependent kinase 9 isoform 1,protein,PR:000005267,5.0,any,3.0,cyclin-dependent kinase 9 isoform 1,label,cyclin-dependent kinase 9 isoform 1,PR:000027931,True
gene,PR:000005267,cyclin-dependent kinase 9,protein,,5.0,any,3.0,cyclin-dependent kinase 9,label,CDK9,PR:000005267,True
sequence,PR:000028984,cyclin-dependent kinase 8 isoform 1,protein,PR:000005266,5.0,any,3.0,cyclin-dependent kinase 8 isoform 1,label,cyclin-dependent kinase 8 isoform 1,PR:000028984,True
gene,PR:000005266,cyclin-dependent kinase 8,protein,,5.0,any,3.0,cyclin-dependent kinase 8,label,CDK8,PR:000005266,True
